"Z13U_REC_KEY","Z13_TITLE","Z13_IMPRINT","CONTROL_NUMBER","Z13_UPDATE_DATE"
"000912531","Young violent dangerous.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1114881","20150715"
"000912532","Zero bridge.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1114883","20150715"
"000912533","Gaumont treasures 1897-1913. Part 2.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1118247","20150715"
"000912534","Gaumont treasures 1897-1913. Part 3.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1118249","20150715"
"000912535","Juve vs. Fantomas.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1118740","20150715"
"000912536","The murderous corpse.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1118742","20150715"
"000912537","Fantomas vs. Fantomas.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1118744","20150715"
"000912538","The false magistrate.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1118746","20150715"
"000912539","Houdini : the movie star. Part 2.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1118750","20150715"
"000912540","Houdini : the movie star. Part 3.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1118752","20150715"
"000912541","Edison : the invention of the movies. Part 2.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1118762","20150715"
"000912542","Edison : the invention of the movies. Part 3.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1118764","20150715"
"000912543","Edison : the invention of the movies. Part 4.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1118766","20150715"
"000912544","Big joy : the adventures of James Broughton.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1118927","20150715"
"000912545","Good day to die.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113574","20150715"
"000912546","Broken blossoms.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113823","20150715"
"000912548","The trials of life.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1106719","20150715"
"000912549","Health promotion collection.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1068781","20150715"
"000912550","Nursing skills series. Episodes 1-8.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1068869","20150715"
"000912552","Winners (Don't) Take All.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1093783","20150715"
"000912553","Gen Y Decoded : Insights and Tactics for Leaders.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1093749","20150715"
"000912554","Innovation Engine.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1087470","20150715"
"000912555","Strategy for Transformational Change.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1087480","20150715"
"000912556","Happiness Matters.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1093753","20150715"
"000912557","Acting with Power.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1087460","20150715"
"000912559","Preventing medication errors.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112003","20150715"
"000912560","HIPAA for healthcare workers.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112013","20150715"
"000912561","Enteral feeding tubes : a guide for nurses.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112043","20150715"
"000912562","Wound care.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112051","20150715"
"000912563","Fluids and electrolytes balance.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112059","20150715"
"000912564","Documentation.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112067","20150715"
"000912565","Restraints.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112073","20150715"
"000912566","The human immune system.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112081","20150715"
"000912567","Never events and hospital-acquired conditions.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112089","20150715"
"000912568","Pediatric pain management.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112101","20150715"
"000912569","How the body ages.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112109","20150715"
"000912297","More than honey.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1114349","20150715"
"000912294","Moloch.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1114343","20150715"
"000912295","Momma's man.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1114345","20150715"
"000912296","Monsieur hire.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1114347","20150715"
"000912298","Munchhausen.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1114353","20150715"
"000912299","Murder obsession.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1114355","20150715"
"000912300","Mutantes : punk porn feminism.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1114357","20150715"
"000912301","My father my Lord.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1114361","20150715"
"000912302","My joy.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1114363","20150715"
"000912303","Mystical brain.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1114365","20150715"
"000912570","Respiratory distress in the pediatric patient.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112119","20150715"
"000912571","Common feeding tubes.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112125","20150715"
"000912572","Professionalism in healthcare.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112131","20150715"
"000912573","Violence in healthcare.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112137","20150715"
"000912574","Preventing bloodborne infections.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112143","20150715"
"000912575","Preventing bloodborne infections in long term care.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112151","20150715"
"000912576","Infection control in healthcare.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112159","20150715"
"000912577","HIPAA for medical assistants.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112171","20150715"
"000912578","Measuring vital signs for medical assistants.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112179","20150715"
"000912579","Infection control for the medical assistant.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112191","20150715"
"000912580","Suctioning.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112203","20150715"
"000912581","Administering medications.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112209","20150715"
"000912582","Cardiac auscultation.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112217","20150715"
"000912583","Protecting your body at work.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112231","20150715"
"000912584","Auscultation of breath sounds.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112241","20150715"
"000912585","Measuring vital signs.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112247","20150715"
"000912586","Intravenous therapy.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112253","20150715"
"000912587","The nursing assistant : dementia care.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112311","20150715"
"000912588","Fall prevention in long term care.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112349","20150715"
"000912589","Fall prevention.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112357","20150715"
"000912590","Confidentiality.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112365","20150715"
"000912591","Medical errors.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112373","20150715"
"000912592","Medcom nursing education in video collection.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112388","20150715"
"000912593","A strength based model of mental health and motivational interviewing.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1098159","20150715"
"000912594","An aggressive person.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1098165","20150715"
"000912595","Bi Polar assessment.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1098171","20150715"
"000912596","Crisis intervention.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1098177","20150715"
"000912597","Drug and alcohol.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1098185","20150715"
"000912598","Psychosis.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1098195","20150715"
"000912599","Depression and anxiety.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1098201","20150715"
"000912600","Mental health clinicians in remote areas.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1098209","20150715"
"000912601","Geriatric care management collection.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1108762","20150715"
"000912602","Inhale, Exhale.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1043221","20150715"
"000912604","El norte.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113347","20150715"
"000912605","Art of screenwriting : adaption.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1107003","20150715"
"000912606","Digital cinema training filmmaking focus : advanced lighting module.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1108872","20150715"
"000912607","Digital cinema training filmmaking focus : audio intermediate module.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1108858","20150715"
"000912608","Digital cinema training filmmaking focus : basic production module.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1108868","20150715"
"000912609","Digital cinema training filmmaking focus : digital compositing module.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1108870","20150715"
"000912610","The producer/director / directed and produced by Ally Acker.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1048129","20150715"
"000912611","Foreign Reel Women / directed and produced by Ally Acker.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1048135","20150715"
"000911709","The British collection.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113177","20150715"
"000911710","The Browning version.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113179","20150715"
"000911711","Hobson's choice.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113181","20150715"
"000911712","Major Barbara.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113183","20150715"
"000911713","Pygmalion.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113185","20150715"
"000911714","Quadrophenia.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113187","20150715"
"000911715","Richard III.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113189","20150715"
"000911716","Seance on a wet afternoon.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113191","20150715"
"000911717","That Hamilton woman.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113193","20150715"
"000911718","The horse's mouth.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113195","20150715"
"000911719","The league of gentlemen.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113197","20150715"
"000911720","The lord of the flies.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113199","20150715"
"000911721","The private life of Henry VIII.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113201","20150715"
"000911722","The rise of Catherine the Great.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113203","20150715"
"000911723","The ruling class.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113205","20150715"
"000911724","The spy in black.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113207","20150715"
"000911725","The Eastern European & Russian collection.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113209","20150715"
"000911726","A generation.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113211","20150715"
"000911727","Andrei Rublev.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113213","20150715"
"000911728","Ashes and diamonds.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113215","20150715"
"000911729","Closely watched trains.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113217","20150715"
"000911730","Daisies.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113219","20150715"
"000911731","Ivan the Terrible. Part 1.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113221","20150715"
"000911732","Ivan the Terrible. Part 2.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113223","20150715"
"000911733","Ivan's childhood.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113225","20150715"
"000911734","Kanal.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113227","20150715"
"000911735","Knife in the water.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113229","20150715"
"000911736","Love affair, or, The case of the missing switchboard operator.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113231","20150715"
"000911737","Marketa Lazarova.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113233","20150715"
"000911738","Solaris.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113235","20150715"
"000911739","The cremator.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113237","20150715"
"000911740","WR : mysteries of the organism.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113239","20150715"
"000911741","The Japanese collection. Vol. 1.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113241","20150715"
"000911742","Double suicide.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113243","20150715"
